"Metric","Value"
"Steady_State_k",4.01639759051703
"Steady_State_c",1.26090542538656
"Steady_State_y",1.58221723262792
"Stable_Eigenvalue",-0.0945703165758986
"Explosive_Eigenvalue",0.144570316575899
